scientificName,decimalLongitude,decimalLatitude
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.112,-26.616
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.15,-26.75
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.15,-26.75
Gambierdiscus,153.55,-27.39
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.112,-26.616
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.55,-27.39
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.55,-27.39
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.55,-27.39
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.55,-27.39
Gambierdiscus,153.15,-26.75
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.55,-27.39
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.15,-26.75
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.112,-26.616
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.55,-27.39
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.55,-27.39
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.15,-26.64
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.55,-27.39
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.15,-26.75
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.15,-26.64
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.55,-27.39
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.112,-26.616
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.15,-26.64
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.15,-26.75
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.112,-26.616
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.15,-26.75
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.88,-20.06
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,151.92,-23.43
Gambierdiscus,146.25,-16.69
Gambierdiscus,151.91,-23.44
Gambierdiscus,146,-16.7
Gambierdiscus,151.91,-23.44
Gambierdiscus,148.9,-20.07
Gambierdiscus,148.9,-20.07
Gambierdiscus,148.9,-20.07
Gambierdiscus,146,-16.7
Gambierdiscus,146.2,-17
Gambierdiscus,146,-16.7
Gambierdiscus,148.9,-20.07
Gambierdiscus,148.9,-20.07
Gambierdiscus,148.88,-20.06
Gambierdiscus,151.92,-23.44
Gambierdiscus,145.9,-16.7
Gambierdiscus,145.9,-16.9
Gambierdiscus,153.48,-26.98
Gambierdiscus,152.72,-24.11
Gambierdiscus,151.92,-23.44
Gambierdiscus,148.9,-20.07
Gambierdiscus,152.72,-24.11
Gambierdiscus,148.9,-20.07
Gambierdiscus,151.7,-23.3
Gambierdiscus,146.2,-17
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,151.91,-23.3
Gambierdiscus,146,-16.9
Gambierdiscus,152.47,-24.82
Gambierdiscus,153.48,-26.98
Gambierdiscus,145.9,-16.9
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,151.91,-23.3
Gambierdiscus,153.48,-26.98
Gambierdiscus,151.92,-23.43
Gambierdiscus,153.48,-26.98
Gambierdiscus,146,-16.7
Gambierdiscus,153.48,-26.98
Gambierdiscus,146,-16.7
Gambierdiscus,148.88,-20.06
Gambierdiscus,152.47,-24.82
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,152.72,-24.11
Gambierdiscus,152.47,-24.82
Gambierdiscus,146,-16.9
Gambierdiscus,152.72,-24.11
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.9,-20.07
Gambierdiscus,153.48,-26.98
Gambierdiscus,146,-16.7
Gambierdiscus,146,-16.7
Gambierdiscus,148.9,-20.07
Gambierdiscus,146,-16.7
Gambierdiscus,151.7,-23.3
Gambierdiscus,152.72,-24.11
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,151.91,-23.3
Gambierdiscus,148.9,-20.07
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,151.92,-23.44
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,146,-16.7
Gambierdiscus,145.9,-16.7
Gambierdiscus,152.72,-24.11
Gambierdiscus,146,-16.9
Gambierdiscus,152.72,-24.11
Gambierdiscus,146,-16.9
Gambierdiscus,152.72,-24.11
Gambierdiscus,151.92,-23.44
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,151.92,-23.44
Gambierdiscus,152.72,-24.11
Gambierdiscus,153.48,-26.98
Gambierdiscus,152.72,-24.11
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,145.9,-16.7
Gambierdiscus,146,-16.7
Gambierdiscus,148.9,-20.07
Gambierdiscus,153.48,-26.98
Gambierdiscus,152.72,-24.11
Gambierdiscus,152.72,-24.11
Gambierdiscus,152.72,-24.11
Gambierdiscus,146.2,-17
Gambierdiscus,148.88,-20.06
Gambierdiscus,151.92,-23.44
Gambierdiscus,146,-16.7
Gambierdiscus,153.48,-26.98
Gambierdiscus,146,-16.7
Gambierdiscus,146,-16.7
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,151.91,-23.44
Gambierdiscus,151.92,-23.43
Gambierdiscus,152.47,-24.82
Gambierdiscus,146,-16.7
Gambierdiscus,151.92,-23.44
Gambierdiscus,145.9,-16.7
Gambierdiscus,146.2,-17
Gambierdiscus,151.89,-23.44
Gambierdiscus,151.92,-23.44
Gambierdiscus,153.48,-26.98
Gambierdiscus,152.72,-24.11
Gambierdiscus,145.4,-16.5
Gambierdiscus,148.9,-20.07
Gambierdiscus,153.48,-26.98
Gambierdiscus,151.89,-23.44
Gambierdiscus,146,-16.7
Gambierdiscus,145.4,-16.5
Gambierdiscus,152.72,-24.11
Gambierdiscus,153.48,-26.98
Gambierdiscus,151.91,-23.44
Gambierdiscus,152.72,-24.11
Gambierdiscus,153.48,-26.98
Gambierdiscus,146,-16.7
Gambierdiscus,152.72,-24.11
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,151.92,-23.44
Gambierdiscus,146,-16.7
Gambierdiscus,151.92,-23.44
Gambierdiscus,152.47,-24.82
Gambierdiscus,152.72,-24.11
Gambierdiscus,146,-16.7
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,146.2,-17
Gambierdiscus,151.92,-23.44
Gambierdiscus,146.25,-16.69
Gambierdiscus,146,-16.7
Gambierdiscus,146.25,-16.69
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,146,-16.7
Gambierdiscus,153.48,-26.98
Gambierdiscus,146,-16.9
Gambierdiscus,145.9,-16.7
Gambierdiscus,153.48,-26.98
Gambierdiscus,146.2,-17
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,146.25,-16.69
Gambierdiscus,152.72,-24.11
Gambierdiscus,152.72,-24.11
Gambierdiscus,152.72,-24.11
Gambierdiscus,146,-16.7
Gambierdiscus,151.91,-23.3
Gambierdiscus,148.88,-20.06
Gambierdiscus,151.91,-23.44
Gambierdiscus,145.9,-16.9
Gambierdiscus,146,-16.7
Gambierdiscus,148.9,-20.07
Gambierdiscus,145.9,-16.7
Gambierdiscus,148.88,-20.06
Gambierdiscus,146,-16.7
Gambierdiscus,146,-16.7
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.9,-20.07
Gambierdiscus,153.48,-26.98
Gambierdiscus,145.9,-16.9
Gambierdiscus,148.9,-20.07
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,151.92,-23.44
Gambierdiscus,146,-16.7
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,145.9,-16.7
Gambierdiscus,146,-16.7
Gambierdiscus,153.48,-26.98
Gambierdiscus,146.25,-16.69
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,146,-16.7
Gambierdiscus,148.88,-20.06
Gambierdiscus,153.48,-26.98
Gambierdiscus,146.2,-17
Gambierdiscus,151.92,-23.43
Gambierdiscus,146,-16.9
Gambierdiscus,153.48,-26.98
Gambierdiscus,148.9,-20.07
Gambierdiscus,151.89,-23.44
Gambierdiscus,151.92,-23.44
Gambierdiscus,145.9,-16.7
Gambierdiscus,152.72,-24.11
Gambierdiscus,151.92,-23.43
Gambierdiscus,151.91,-23.3
Gambierdiscus,151.91,-23.3
Gambierdiscus,152.72,-24.11
Gambierdiscus,145.4,-16.5
Gambierdiscus,145.4,-16.5
Gambierdiscus,152.72,-24.11
Gambierdiscus,153.48,-26.98
Gambierdiscus,151.92,-23.44
Gambierdiscus,152.72,-24.11
Gambierdiscus,152.72,-24.11
Gambierdiscus,145.4,-16.5
Gambierdiscus,148.88,-20.06
Gambierdiscus,146,-16.7
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,145.9,-16.7
Gambierdiscus,153.48,-26.98
Gambierdiscus,153.48,-26.98
Gambierdiscus,146.2,-17
Gambierdiscus,152.47,-24.82
Gambierdiscus,152.47,-24.82
Gambierdiscus,152.47,-24.82
Gambierdiscus,152.47,-24.82
Gambierdiscus,152.47,-24.82
Gambierdiscus toxicus,-134.90148,-23.13705
Gambierdiscus excentricus,-83.63626,25.939699
Gambierdiscus carpenteri,-86.753323,21.138729
Gambierdiscus,39.175,-4.385
Gambierdiscus toxicus,-62.84000015,17.92000008
Gambierdiscus scabrosus,133.34139,33.39389
Gambierdiscus caribaeus,-81.34,19.33
Gambierdiscus belizeanus,38.95092,22.198
Gambierdiscus carpenteri,-93.854735,27.873673
Gambierdiscus caribaeus,-93.710789,27.873673
Gambierdiscus silvae,-68.969511,12.122102
Gambierdiscus belizeanus,-71.82261,21.71789
Gambierdiscus silvae,23.63,35.51
Gambierdiscus toxicus,-148.6799927,-14.86999989
Gambierdiscus caribaeus,-88.0833,16.8017
Gambierdiscus caribaeus,-88.082118,16.802744
Gambierdiscus caribaeus,-87.228525,20.497964
Gambierdiscus belizeanus,-63.115614,18.066722
Gambierdiscus caribaeus,-88.09583333,16.80277778
Gambierdiscus carpenteri,-88.08226,16.802994
Gambierdiscus caribaeus,-81.34,19.33
Gambierdiscus balechii,124.8333333,1.483333333
Gambierdiscus caribaeus,-88.08226,16.802994
Gambierdiscus carolinianus,-88.08226,16.802994
Gambierdiscus carpenteri,-77.109007,18.409085
Gambierdiscus silvae,23.78,35.55
Gambierdiscus caribaeus,-81.34,19.33
Gambierdiscus carpenteri,-70.048301,12.570609
Gambierdiscus carolinianus,-63.115614,18.066722
Gambierdiscus belizeanus,-93.6032,27.906701
Gambierdiscus belizeanus,-71.50236,21.5273
GFP,21.313056,-88.234167
GFP,20.863056,-90.403056
GFP,12.966667,124.0151071
GFP,21.239167,-86.741667
GFP,21.405278,-88.891667
GFP,21.166667,-86.8
GFP,32.7517488,-16.981752
GFP,-21,55.266667
GFP,-20.983333,55.266667
GFP,-18.258889,146.042222
GFP,-18.352778,146.8275
GFP,-24.028333,151.771667
GFP,-21.333056,55.466667
GFP,-21.333333,55.466667
GFP,17.7289564,-64.759016
GFP,20.85,-86.883333
GFP,-23.826667,151.264444
GFP,25.5818014,-115.749722
GFP,20.616667,-87.066667
GFP,-30.750556,153.009167
GFP,-17.691667,-147.6954518
GFP,28.449444,-16.233056
GFP,-30.872778,153.046667
GFP,21.566667,-88.216667
GFP,-20.866667,55.45
GFP,-21.3311571,-136.6524754
GFP,28.2935785,-16.6214471
GFP,-46.4121243,51.9840702
GFP,1.3383855,103.9201916
GFP,-15.1209131,-147.6954518
